experiment_id,ccf_id,ccf_region,layer,celltype,dispersion,size
195617_003,1015,ACAd,L5,ET,31.83194508,11
195617_004,1015,ACAd,L5,IT,140.5647252,45
195617_006,1015,ACAd,L5,IT,94.58648169,140
195617_007,1015,ACAd,L5,ET,35.68242642,15
195617_007,1015,ACAd,L5,ET,35.68242642,15
195617_008,363,PL,L5,IT,54.48241943,31
195617_010,767,MOs,L5,CT,34.198602,13
195617_010,767,MOs,L5,CT,34.198602,13
195617_012,1015,ACAd,L5,ET,53.27210297,17
195617_012,1015,ACAd,L5,ET,53.27210297,17
195617_015,363,PL,L5,IT,54.05500851,85
195617_018,363,PL,L5,IT,93.45198036,31
195617_019,363,PL,L5,ET,,0
195617_020,363,PL,L5,IT,43.32087418,40
195617_023,363,PL,L5,ET,52.28507329,15
195617_024,363,PL,L5,CT,,0
195617_024,363,PL,L5,CT,,0
195617_025,363,PL,L5,IT,57.65219118,13
195617_026,363,PL,L5,IT,65.10995569,154
195617_027,1015,ACAd,L5,IT,49.50364776,60
195617_031,1015,ACAd,L5,IT,93.2834083,79
195617_032,1015,ACAd,L5,ET,69.8590659,8
195617_032,1015,ACAd,L5,ET,69.8590659,8
195617_033,1015,ACAd,L5,IT,95.5528952,121
195618_003,1015,ACAd,L5,IT,81.21298174,52
195618_005,767,MOs,L5,ET,77.47353844,24
195618_006,767,MOs,L5,ET,19.46168949,18
195618_007,767,MOs,L5,CT,,0
195618_007,767,MOs,L5,CT,,0
195618_008,1015,ACAd,L5,IT,61.24547278,170
195618_009,1015,ACAd,L5,CT,,0
195618_009,1015,ACAd,L5,CT,,0
195618_011,1015,ACAd,L5,CT,,0
195618_011,1015,ACAd,L5,CT,,0
195618_012,767,MOs,L5,CT,,1
195618_012,767,MOs,L5,CT,,1
195618_014,1015,ACAd,L5,CT,,1
195618_014,1015,ACAd,L5,CT,,1
195618_023,1015,ACAd,L5,CT,,0
195618_023,1015,ACAd,L5,CT,,0
195618_024,1015,ACAd,L5,CT,53.60037313,3
195618_024,1015,ACAd,L5,CT,53.60037313,3
195618_027,1015,ACAd,L5,IT,123.9900381,30
195618_028,1015,ACAd,L5,IT,,0
195619_002,767,MOs,L5,ET,49.42675621,51
195619_004,1015,ACAd,L5,IT,,1
195619_005,1015,ACAd,L5,CT,,0
195619_005,1015,ACAd,L5,CT,,0
195619_006,1015,ACAd,L5,IT,46.29773711,66
195619_007,767,MOs,L5,ET,101.9527379,27
195619_008,767,MOs,L5,CT,,0
195619_008,767,MOs,L5,CT,,0
195619_009,767,MOs,L5,CT,,0
195619_009,767,MOs,L5,CT,,0
195619_011,1015,ACAd,L5,CT,,0
195619_011,1015,ACAd,L5,CT,,0
195619_013,767,MOs,L5,IT,68.15214509,31
195619_015,1015,ACAd,L5,ET,50.82237332,32
195619_015,1015,ACAd,L5,ET,50.82237332,32
195619_016,1015,ACAd,L5,IT,,0
195619_017,1015,ACAd,L5,ET,52.03338097,30
195619_017,1015,ACAd,L5,ET,52.03338097,30
195620_003,363,PL,L5,IT,69.69591995,212
195620_006,1015,ACAd,L5,ET,49.41621854,59
195620_006,1015,ACAd,L5,ET,49.41621854,59
195620_010,1015,ACAd,L5,IT,133.1061081,183
195620_013,1015,ACAd,L5,IT,104.4095643,104
195620_014,1015,ACAd,L5,IT,68.88085339,187
195620_019,1015,ACAd,L5,IT,54.85247798,90
195620_020,1015,ACAd,L5,ET,50.25185703,51
195620_020,1015,ACAd,L5,ET,50.25185703,51
195620_024,363,PL,L5,IT,52.37454297,70
195620_028,1015,ACAd,L5,ET,54.93618641,24
195620_028,1015,ACAd,L5,ET,54.93618641,24
195620_029,767,MOs,L5,IT,119.8945226,74
195620_034,1015,ACAd,L5,IT,61.52438541,2
195620_036,1015,ACAd,L5,IT,39.26237417,51
195620_040,1015,ACAd,L5,IT,61.71021708,27
195620_042,1015,ACAd,L5,IT,16.03468463,3
195620_043,1015,ACAd,L5,CT,,0
195620_043,1015,ACAd,L5,CT,,0
195620_044,1015,ACAd,L5,IT,15.35867471,3
195620_045,1015,ACAd,L5,IT,55.03558441,112
195620_046,1015,ACAd,L5,ET,38.16166941,30
195620_046,1015,ACAd,L5,ET,38.16166941,30
195620_047,1015,ACAd,L5,IT,63.30432469,51
195620_048,1015,ACAd,L5,IT,,0
195780_001,630,ORBl,L5,CT,,0
195780_001,630,ORBl,L5,CT,,0
195780_004,630,ORBl,L5,CT,,0
195780_004,630,ORBl,L5,CT,,0
195780_007,1125,ORBvl,L5,CT,,0
195780_007,1125,ORBvl,L5,CT,,0
195780_011,630,ORBl,L5,IT,56.16653808,5
195780_021,1125,ORBvl,L5,IT,,0
195780_022,1125,ORBvl,L5,IT,,0
195781_007,1125,ORBvl,L5,CT,,0
195781_007,1125,ORBvl,L5,CT,,0
195781_009,1125,ORBvl,L5,CT,0.707106781,2
195781_009,1125,ORBvl,L5,CT,0.707106781,2
195781_011,1125,ORBvl,L5,CT,,0
195781_011,1125,ORBvl,L5,CT,,0
195781_012,1125,ORBvl,L5,CT,,0
195781_012,1125,ORBvl,L5,CT,,0
195781_017,1125,ORBvl,L5,CT,,0
195781_017,1125,ORBvl,L5,CT,,0
195781_023,1125,ORBvl,L5,IT,31.03868554,5
195781_024,1125,ORBvl,L5,IT,81.25862826,36
195781_035,1125,ORBvl,L5,CT,,0
195781_035,1125,ORBvl,L5,CT,,0
195782_002,630,ORBl,L5,CT,,0
195782_002,630,ORBl,L5,CT,,0
195782_005,630,ORBl,L5,CT,,0
195782_005,630,ORBl,L5,CT,,0
195782_006,630,ORBl,L5,CT,,0
195782_006,630,ORBl,L5,CT,,0
195782_007,630,ORBl,L5,CT,,0
195782_007,630,ORBl,L5,CT,,0
195782_013,1125,ORBvl,L5,IT,,0
195782_019,630,ORBl,L5,CT,,0
195782_019,630,ORBl,L5,CT,,0
195783_001,1125,ORBvl,L5,CT,,0
195783_001,1125,ORBvl,L5,CT,,0
195783_002,630,ORBl,L5,IT,,0
195783_005,630,ORBl,L5,CT,,0
195783_005,630,ORBl,L5,CT,,0
195783_006,630,ORBl,L5,CT,,0
195783_006,630,ORBl,L5,CT,,0
195783_007,630,ORBl,L5,CT,,0
195783_007,630,ORBl,L5,CT,,0
195783_008,1125,ORBvl,L5,CT,,0
195783_008,1125,ORBvl,L5,CT,,0
195783_009,1125,ORBvl,L5,IT,,0
195783_010,630,ORBl,L5,CT,,0
195783_010,630,ORBl,L5,CT,,0
195783_011,630,ORBl,L5,IT,15.86190405,5
195783_016,630,ORBl,L5,CT,,0
195783_016,630,ORBl,L5,CT,,0
195784_002,630,ORBl,L5,ET,46.16290008,18
195784_004,630,ORBl,L5,CT,,0
195784_004,630,ORBl,L5,CT,,0
195784_005,630,ORBl,L5,ET,15.25388619,26
195784_006,630,ORBl,L5,CT,,0
195784_006,630,ORBl,L5,CT,,0
195784_007,1125,ORBvl,L5,CT,,0
195784_007,1125,ORBvl,L5,CT,,0
195784_008,630,ORBl,L5,ET,26.80523355,46
195784_009,630,ORBl,L5,CT,,0
195784_009,630,ORBl,L5,CT,,0
195784_010,1125,ORBvl,L5,IT,,1
195784_012,1125,ORBvl,L5,IT,84.76510238,74
195784_013,630,ORBl,L5,IT,86.70555423,22
195784_014,1125,ORBvl,L5,IT,75.08441658,89
195784_016,1125,ORBvl,L5,CT,,0
195784_016,1125,ORBvl,L5,CT,,0
195784_017,1125,ORBvl,L5,CT,,0
195784_017,1125,ORBvl,L5,CT,,0
195784_020,630,ORBl,L5,IT,,0
195784_021,630,ORBl,L5,IT,7.29725976,2
195786_002,1125,ORBvl,L5,CT,,0
195786_002,1125,ORBvl,L5,CT,,0
195786_004,1125,ORBvl,L5,CT,,0
195786_004,1125,ORBvl,L5,CT,,0
195786_005,630,ORBl,L5,CT,,0
195786_005,630,ORBl,L5,CT,,0
195786_006,630,ORBl,L5,IT,18.4729532,2
195786_007,1125,ORBvl,L5,CT,,0
195786_007,1125,ORBvl,L5,CT,,0
195786_009,630,ORBl,L5,IT,73.33992633,41
195786_010,1125,ORBvl,L5,ET,,0
195786_016,1125,ORBvl,L5,IT,,0
195786_019,1125,ORBvl,L5,IT,54.58812971,13
195786_020,630,ORBl,L5,IT,80.99945679,25
195787_001,363,PL,L5,IT,61.92965671,30
195787_002,363,PL,L5,ET,74.26063291,25
195787_005,767,MOs,L5,ET,17.31767762,4
195787_006,363,PL,L5,ET,74.42845939,19
195787_009,1125,ORBvl,L5,ET,31.66407123,33
195787_011,1125,ORBvl,L5,CT,,0
195787_011,1125,ORBvl,L5,CT,,0
195787_013,1125,ORBvl,L5,ET,9.542013552,10
195787_014,1125,ORBvl,L5,ET,,1
195787_017,1125,ORBvl,L5,CT,,1
195787_017,1125,ORBvl,L5,CT,,1
195787_019,1125,ORBvl,L5,CT,,0
195787_019,1125,ORBvl,L5,CT,,0
195787_020,1125,ORBvl,L5,ET,41.42830586,27
195787_026,1125,ORBvl,L5,ET,,1
195787_029,363,PL,L5,IT,56.19976962,50
195787_034,363,PL,L5,ET,41.86793401,48
195788_005,363,PL,L5,IT,120.2730209,115
195788_012,363,PL,L5,IT,147.8157703,226
195788_015,363,PL,L5,IT,,0
195788_016,363,PL,L5,ET,67.68897792,23
195788_018,363,PL,L5,CT,,0
195788_018,363,PL,L5,CT,,0
195788_023,363,PL,L5,ET,40.10680186,3
195788_025,363,PL,L5,IT,84.80445286,79
195788_027,363,PL,L5,IT,120.3858031,85
195788_028,363,PL,L5,IT,42.71930896,29
195788_030,363,PL,L5,IT,75.01834332,71
195788_032,363,PL,L5,IT,,0
195788_033,363,PL,L5,IT,25.59510413,6
195788_035,620,ORBm,L5,ET,47.3386979,4
195788_037,620,ORBm,L5,IT,85.510883,45
195788_038,827,ILA,L5,ET,5.315072906,2
195788_039,827,ILA,L5,ET,30.77726434,5
195788_040,363,PL,L5,IT,43.34088253,9
195788_042,827,ILA,L5,ET,36.39095844,18
195788_043,827,ILA,L5,ET,,1
195788_047,620,ORBm,L5,IT,68.15907686,18
195788_052,827,ILA,L5,ET,54.53816123,31
195788_054,827,ILA,L5,ET,,0
195788_062,620,ORBm,L5,IT,119.5073941,57
195788_064,827,ILA,L5,ET,67.52891119,13
195788_067,827,ILA,L5,IT,112.2759268,85
195788_068,827,ILA,L5,IT,67.32757155,23
195788_069,827,ILA,L5,ET,,0
195788_073,620,ORBm,L5,ET,39.80794601,6
195788_074,620,ORBm,L5,IT,29.563491,2
195788_080,620,ORBm,L5,ET,50.58594386,17
195788_082,620,ORBm,L5,IT,47.71281166,11
195788_083,620,ORBm,L5,CT,17.78988477,5
195788_083,620,ORBm,L5,CT,17.78988477,5
195788_094,827,ILA,L5,ET,25.77841521,6
195788_095,620,ORBm,L5,CT,,0
195788_095,620,ORBm,L5,CT,,0
195788_098,1125,ORBvl,L5,CT,,0
195788_098,1125,ORBvl,L5,CT,,0
195788_103,620,ORBm,L5,CT,,0
195788_103,620,ORBm,L5,CT,,0
195788_104,620,ORBm,L5,ET,20.55035393,4
195788_108,620,ORBm,L5,IT,,0
195788_110,620,ORBm,L5,IT,88.97322943,15
195788_117,1125,ORBvl,L5,CT,,0
195788_117,1125,ORBvl,L5,CT,,0
195788_121,620,ORBm,L5,CT,,0
195788_121,620,ORBm,L5,CT,,0
195788_126,620,ORBm,L5,CT,,0
195788_126,620,ORBm,L5,CT,,0
195788_129,620,ORBm,L5,CT,,0
195788_129,620,ORBm,L5,CT,,0
195788_131,620,ORBm,L5,ET,,0
195788_134,620,ORBm,L5,CT,,0
195788_134,620,ORBm,L5,CT,,0
195789_007,620,ORBm,L5,ET,3.31662479,2
195789_009,620,ORBm,L5,ET,18.45545659,19
195789_011,1125,ORBvl,L5,ET,37.94729271,20
195789_013,620,ORBm,L5,IT,80.23257591,34
195789_015,620,ORBm,L5,ET,26.46782798,8
195789_016,620,ORBm,L5,IT,,0
195789_017,620,ORBm,L5,IT,,0
195789_018,620,ORBm,L5,IT,,0
195789_020,1125,ORBvl,L5,IT,49.06035433,7
195789_022,620,ORBm,L5,IT,28.82273408,2
195789_023,620,ORBm,L5,CT,,0
195789_023,620,ORBm,L5,CT,,0
195789_025,620,ORBm,L5,CT,,0
195789_025,620,ORBm,L5,CT,,0
195789_028,363,PL,L5,IT,52.04233543,30
195789_034,363,PL,L5,IT,,0
195789_041,620,ORBm,L5,IT,54.22027328,18
195789_043,620,ORBm,L5,IT,,0
195789_048,620,ORBm,L5,IT,,0
195789_050,620,ORBm,L5,IT,61.26473167,7
195791_001,620,ORBm,L5,CT,,0
195791_001,620,ORBm,L5,CT,,0
195791_002,620,ORBm,L5,CT,,0
195791_002,620,ORBm,L5,CT,,0
195791_003,620,ORBm,L5,ET,22.17113587,8
195791_004,1125,ORBvl,L5,IT,,0
195791_005,620,ORBm,L5,CT,,0
195791_005,620,ORBm,L5,CT,,0
195791_006,363,PL,L5,IT,104.023105,162
195791_007,363,PL,L5,IT,130.5720802,62
195791_008,363,PL,L5,IT,96.36735862,124
195791_014,620,ORBm,L5,CT,,0
195791_014,620,ORBm,L5,CT,,0
195791_016,1125,ORBvl,L5,ET,42.80298586,10
195791_019,1125,ORBvl,L5,ET,24.66855075,19
195791_020,1125,ORBvl,L5,ET,23.69207561,4
195791_021,620,ORBm,L5,CT,,0
195791_021,620,ORBm,L5,CT,,0
195791_025,620,ORBm,L5,ET,,0
195791_027,1125,ORBvl,L5,IT,91.91634993,13
195791_028,620,ORBm,L5,ET,15.43851761,10
195791_030,1125,ORBvl,L5,CT,35.6783588,4
195791_030,1125,ORBvl,L5,CT,35.6783588,4
195791_035,620,ORBm,L5,IT,11.23610253,2
195791_037,1125,ORBvl,L5,IT,159.3414734,6
195791_039,1125,ORBvl,L5,IT,92.16360641,68
195791_040,620,ORBm,L5,IT,5.858319872,4
195791_045,620,ORBm,L5,CT,12.69888923,4
195791_045,620,ORBm,L5,CT,12.69888923,4
195817_001,620,ORBm,L5,ET,67.21832568,8
195817_002,620,ORBm,L5,IT,41.34993746,4
195817_005,1125,ORBvl,L5,CT,,0
195817_005,1125,ORBvl,L5,CT,,0
195817_031,1125,ORBvl,L5,CT,,0
195817_031,1125,ORBvl,L5,CT,,0
195817_033,1125,ORBvl,L5,CT,,0
195817_033,1125,ORBvl,L5,CT,,0
195817_035,1125,ORBvl,L5,ET,29.01568937,12
195817_037,1125,ORBvl,L5,CT,,0
195817_037,1125,ORBvl,L5,CT,,0
195817_044,620,ORBm,L5,IT,81.74342849,43
195817_060,620,ORBm,L5,IT,51.28790609,50
195817_061,1125,ORBvl,L5,ET,42.07631211,22
195817_063,1125,ORBvl,L5,IT,,0
195817_064,1125,ORBvl,L5,ET,26.08160945,86
195817_068,630,ORBl,L5,ET,6.657818145,4
195817_071,620,ORBm,L5,ET,42.86487665,53
195817_090,1125,ORBvl,L5,CT,,0
195817_090,1125,ORBvl,L5,CT,,0
195817_102,363,PL,L5,ET,38.89840407,14
195818_001,363,PL,L5,IT,82.64729429,41
195818_002,620,ORBm,L5,ET,27.78882664,24
195818_003,620,ORBm,L5,CT,,0
195818_003,620,ORBm,L5,CT,,0
195818_004,363,PL,L5,ET,49.0372559,8
195818_007,363,PL,L5,IT,160.849981,118
195818_009,363,PL,L5,IT,96.96406236,90
195818_012,620,ORBm,L5,IT,11.95177095,4
195818_014,1125,ORBvl,L5,CT,,0
195818_014,1125,ORBvl,L5,CT,,0
195818_016,620,ORBm,L5,IT,89.28676302,62
195818_018,1125,ORBvl,L5,CT,,0
195818_018,1125,ORBvl,L5,CT,,0
195818_019,1125,ORBvl,L5,CT,,0
195818_019,1125,ORBvl,L5,CT,,0
195818_020,620,ORBm,L5,IT,37.63414405,21
195818_031,620,ORBm,L5,CT,,0
195818_031,620,ORBm,L5,CT,,0
195819_001,767,MOs,L5,ET,62.36069542,23
195819_002,1101,AId,L5,CT,,0
195819_002,1101,AId,L5,CT,,0
195819_004,767,MOs,L5,ET,52.96995683,7
195819_005,1101,AId,L5,CT,,0
195819_005,1101,AId,L5,CT,,0
195819_006,630,ORBl,L5,ET,35.1530141,25
195819_007,1101,AId,L5,CT,,0
195819_007,1101,AId,L5,CT,,0
195819_008,630,ORBl,L5,CT,,0
195819_008,630,ORBl,L5,CT,,0
195819_009,1101,AId,L5,IT,85.75184254,86
195819_011,1101,AId,L5,CT,,0
195819_011,1101,AId,L5,CT,,0
195819_012,630,ORBl,L5,CT,,0
195819_012,630,ORBl,L5,CT,,0
195819_014,1101,AId,L5,CT,,0
195819_014,1101,AId,L5,CT,,0
195819_016,1101,AId,L5,CT,,0
195819_016,1101,AId,L5,CT,,0
195819_019,630,ORBl,L5,IT,94.90616483,18
195819_020,630,ORBl,L5,IT,59.68167378,31
195819_022,630,ORBl,L5,IT,53.19824713,27
195819_028,630,ORBl,L5,ET,20.72405021,28
195819_029,767,MOs,L5,IT,,0
195819_031,1101,AId,L5,IT,12.80714533,18
195820_007,630,ORBl,L5,ET,,1
195820_008,630,ORBl,L5,IT,47.35443906,46
195820_009,630,ORBl,L5,ET,32.96259562,107
195820_010,630,ORBl,L5,IT,117.2607509,34
195820_012,630,ORBl,L5,ET,19.98468802,7
195820_013,630,ORBl,L5,IT,,0
195820_016,630,ORBl,L5,ET,,1
195820_019,1101,AId,L5,IT,33.22833804,7
195820_020,1101,AId,L5,ET,,0
195820_020,1101,AId,L5,ET,,0
195820_021,630,ORBl,L5,ET,25.06525343,39
195820_024,630,ORBl,L5,IT,72.34246747,102
195820_032,630,ORBl,L5,CT,,0
195820_032,630,ORBl,L5,CT,,0
195820_036,630,ORBl,L5,ET,33.74282271,84
195820_038,630,ORBl,L5,IT,63.37540905,39
195820_043,800,AIv,L5,CT,,0
195820_043,800,AIv,L5,CT,,0
195820_044,1101,AId,L5,ET,40.450398,8
195820_044,1101,AId,L5,ET,40.450398,8
195820_049,630,ORBl,L5,ET,10.59349905,3
195820_064,800,AIv,L5,IT,38.3815493,39
195820_066,800,AIv,L5,IT,69.68005358,32
195821_001,630,ORBl,L5,ET,40.82886542,49
195821_002,630,ORBl,L5,ET,14.63850109,7
195821_004,630,ORBl,L5,ET,44.37289961,101
195821_005,630,ORBl,L5,ET,27.57490094,52
195821_007,630,ORBl,L5,ET,87.11371766,32
195821_008,630,ORBl,L5,ET,,0
195821_011,630,ORBl,L5,CT,,0
195821_011,630,ORBl,L5,CT,,0
195821_014,630,ORBl,L5,ET,57.48922823,111
195821_016,630,ORBl,L5,IT,102.54429,4
195821_018,1101,AId,L5,CT,,0
195821_018,1101,AId,L5,CT,,0
195821_026,630,ORBl,L5,IT,,0
195821_027,630,ORBl,L5,IT,,0
195821_029,630,ORBl,L5,CT,,0
195821_029,630,ORBl,L5,CT,,0
195821_035,630,ORBl,L5,IT,,0
195821_037,767,MOs,L5,ET,45.13582539,28
195822_001,767,MOs,L5,IT,70.9086529,32
195822_002,630,ORBl,L5,ET,39.5540137,5
195822_003,630,ORBl,L5,IT,,1
195822_004,1101,AId,L5,ET,45.67207345,67
195822_004,1101,AId,L5,ET,45.67207345,67
195822_005,800,AIv,L5,ET,32.86046131,11
195822_006,800,AIv,L5,ET,38.08529117,68
195822_007,800,AIv,L5,ET,25.12027365,45
195822_008,800,AIv,L5,IT,51.05668391,52
195822_009,800,AIv,L5,ET,22.65146549,15
195822_010,800,AIv,L5,ET,31.51678194,26
195822_011,800,AIv,L5,IT,114.6718104,44
195822_012,630,ORBl,L5,ET,51.05651044,39
195822_013,630,ORBl,L5,IT,,0
195822_014,1101,AId,L5,CT,,1
195822_014,1101,AId,L5,CT,,1
195822_015,1101,AId,L5,CT,,1
195822_015,1101,AId,L5,CT,,1
195822_018,1101,AId,L5,IT,37.80365246,26
195822_020,1101,AId,L5,ET,43.69820381,41
195822_020,1101,AId,L5,ET,43.69820381,41
195822_021,800,AIv,L5,ET,,0
195822_022,800,AIv,L5,IT,42.8145026,7
195822_024,1101,AId,L5,IT,50.59226367,35
195822_028,1101,AId,L5,IT,51.96170539,44
195822_034,630,ORBl,L5,IT,,0
195822_036,1101,AId,L5,IT,,0
195822_037,630,ORBl,L5,IT,,0
195822_039,1101,AId,L5,IT,15.52473764,4
195822_040,1101,AId,L5,IT,95.94530986,79
195822_041,1101,AId,L5,IT,11.20768687,7
195822_042,800,AIv,L5,IT,,0
195822_043,1101,AId,L5,IT,36.33944903,3
195822_050,767,MOs,L5,ET,98.60583961,121
195826_001,630,ORBl,L5,ET,77.10602339,11
195826_008,526157192,FRP,L5,ET,43.06025188,4
195826_013,630,ORBl,L5,ET,53.74560637,35
195826_014,630,ORBl,L5,ET,,1
195826_015,630,ORBl,L5,CT,,0
195826_015,630,ORBl,L5,CT,,0
195826_016,630,ORBl,L5,IT,37.95217153,10
195826_018,1125,ORBvl,L5,ET,49.05239337,32
195826_021,630,ORBl,L5,ET,25.64164548,22
195826_024,630,ORBl,L5,ET,59.55020661,55
195826_025,630,ORBl,L5,ET,45.26449181,49
195826_026,630,ORBl,L5,ET,14.609738,27
195826_028,630,ORBl,L5,ET,0.707106781,2
195826_034,630,ORBl,L5,CT,,0
195826_034,630,ORBl,L5,CT,,0
195826_035,630,ORBl,L5,IT,,0
195826_036,630,ORBl,L5,ET,20.66517812,11
195826_037,800,AIv,L5,ET,,1
195826_039,800,AIv,L5,ET,,0
195826_054,630,ORBl,L5,CT,,1
195826_054,630,ORBl,L5,CT,,1
195826_057,630,ORBl,L5,CT,,0
195826_057,630,ORBl,L5,CT,,0
195826_059,630,ORBl,L5,ET,48.33735615,2
195826_060,630,ORBl,L5,IT,72.54542958,32
195826_070,630,ORBl,L5,IT,,0
195826_071,630,ORBl,L5,CT,,0
195826_071,630,ORBl,L5,CT,,0
195826_072,630,ORBl,L5,CT,,1
195826_072,630,ORBl,L5,CT,,1
195826_092,630,ORBl,L5,CT,,1
195826_092,630,ORBl,L5,CT,,1
195827_001,772,ACAv,L5,ET,54.3149167,83
195827_001,772,ACAv,L5,ET,54.3149167,83
195827_002,772,ACAv,L5,ET,40.68733852,18
195827_002,772,ACAv,L5,ET,40.68733852,18
195827_003,772,ACAv,L5,ET,44.45742942,165
195827_003,772,ACAv,L5,ET,44.45742942,165
195827_004,767,MOs,L5,ET,56.63904753,48
195827_005,767,MOs,L5,ET,,1
195827_006,767,MOs,L5,IT,106.0713535,44
195827_007,767,MOs,L5,IT,90.03464991,23
195827_010,772,ACAv,L5,IT,48.46091105,32
195827_013,772,ACAv,L5,IT,,0
195827_016,772,ACAv,L5,IT,38.14469566,72
195827_018,772,ACAv,L5,ET,,0
195827_018,772,ACAv,L5,ET,,0
195827_019,772,ACAv,L5,ET,44.50217561,50
195827_019,772,ACAv,L5,ET,44.50217561,50
195827_020,772,ACAv,L5,ET,22.62584679,14
195827_020,772,ACAv,L5,ET,22.62584679,14
195827_022,772,ACAv,L5,ET,54.09904394,31
195827_022,772,ACAv,L5,ET,54.09904394,31
195827_023,772,ACAv,L5,ET,83.42943792,15
195827_023,772,ACAv,L5,ET,83.42943792,15
195827_024,772,ACAv,L5,ET,52.62335835,32
195827_024,772,ACAv,L5,ET,52.62335835,32
195827_042,772,ACAv,L5,ET,26.76188354,28
195827_042,772,ACAv,L5,ET,26.76188354,28
195827_047,772,ACAv,L5,IT,15.99004191,19
195827_049,772,ACAv,L5,IT,,0
195828_001,772,ACAv,L5,ET,30.43939932,30
195828_001,772,ACAv,L5,ET,30.43939932,30
195828_002,772,ACAv,L5,ET,66.50930114,106
195828_002,772,ACAv,L5,ET,66.50930114,106
195828_004,772,ACAv,L5,CT,,0
195828_004,772,ACAv,L5,CT,,0
195828_005,772,ACAv,L5,CT,,0
195828_005,772,ACAv,L5,CT,,0
195828_008,772,ACAv,L5,CT,,0
195828_008,772,ACAv,L5,CT,,0
195828_011,772,ACAv,L5,ET,49.43198663,4
195828_011,772,ACAv,L5,ET,49.43198663,4
195828_012,772,ACAv,L5,IT,43.842317,11
195828_013,772,ACAv,L5,IT,,0
195828_014,772,ACAv,L5,CT,34.48834993,11
195828_014,772,ACAv,L5,CT,34.48834993,11
195828_015,772,ACAv,L5,CT,,1
195828_015,772,ACAv,L5,CT,,1
195828_019,772,ACAv,L5,IT,28.19520916,10
195828_021,772,ACAv,L5,IT,31.5521267,24
195828_022,772,ACAv,L5,IT,29.85926126,16
195828_023,772,ACAv,L5,IT,49.05996806,49
195828_028,772,ACAv,L5,IT,56.78358004,48
195828_030,772,ACAv,L5,ET,18.23915203,3
195828_030,772,ACAv,L5,ET,18.23915203,3
195828_033,772,ACAv,L5,CT,,0
195828_033,772,ACAv,L5,CT,,0
195828_042,772,ACAv,L5,ET,55.13192259,15
195828_042,772,ACAv,L5,ET,55.13192259,15
195828_047,772,ACAv,L5,ET,20.42721724,12
195828_047,772,ACAv,L5,ET,20.42721724,12
195828_048,772,ACAv,L5,CT,,0
195828_048,772,ACAv,L5,CT,,0
195828_049,772,ACAv,L5,ET,,1
195828_049,772,ACAv,L5,ET,,1
195828_051,772,ACAv,L5,IT,44.03086497,99
195828_052,1015,ACAd,L5,ET,26.4816081,60
195828_052,1015,ACAd,L5,ET,26.4816081,60
195828_053,772,ACAv,L5,ET,57.36235699,15
195828_053,772,ACAv,L5,ET,57.36235699,15
195828_054,772,ACAv,L5,ET,66.12604679,23
195828_054,772,ACAv,L5,ET,66.12604679,23
195828_055,772,ACAv,L5,IT,84.33696667,204
195828_056,1015,ACAd,L5,IT,,0
195828_058,1015,ACAd,L5,IT,114.2300083,36
195828_059,767,MOs,L5,IT,112.0782201,87
195828_060,767,MOs,L5,IT,51.68533224,31
195828_061,767,MOs,L5,IT,150.6836071,40
195828_063,767,MOs,L5,IT,55.26429443,43
195828_065,767,MOs,L5,IT,7.176350047,2
195828_066,772,ACAv,L5,ET,,0
195828_066,772,ACAv,L5,ET,,0
195828_077,772,ACAv,L5,IT,51.47226888,17
195828_078,772,ACAv,L5,IT,,0
195829_001,772,ACAv,L5,IT,18.05547009,3
195829_002,1015,ACAd,L5,ET,42.79459678,58
195829_002,1015,ACAd,L5,ET,42.79459678,58
195829_004,772,ACAv,L5,ET,52.47207845,38
195829_004,772,ACAv,L5,ET,52.47207845,38
195829_005,772,ACAv,L5,ET,22.01522434,10
195829_005,772,ACAv,L5,ET,22.01522434,10
195829_006,772,ACAv,L5,ET,48.44982589,12
195829_006,772,ACAv,L5,ET,48.44982589,12
195829_009,1015,ACAd,L5,ET,60.68258399,25
195829_009,1015,ACAd,L5,ET,60.68258399,25
195829_011,772,ACAv,L5,ET,38.84069736,4
195829_011,772,ACAv,L5,ET,38.84069736,4
195829_015,772,ACAv,L5,ET,46.10642869,78
195829_015,772,ACAv,L5,ET,46.10642869,78
195829_016,772,ACAv,L5,ET,,0
195829_016,772,ACAv,L5,ET,,0
195829_017,772,ACAv,L5,IT,59.80267554,152
195829_020,767,MOs,L5,CT,13.38842784,2
195829_020,767,MOs,L5,CT,13.38842784,2
195829_023,772,ACAv,L5,IT,39.58586569,39
195829_024,772,ACAv,L5,IT,45.23551233,152
195829_028,772,ACAv,L5,ET,13.83618445,5
195829_028,772,ACAv,L5,ET,13.83618445,5
195829_029,772,ACAv,L5,ET,16.20185175,2
195829_029,772,ACAv,L5,ET,16.20185175,2
195829_030,772,ACAv,L5,ET,85.1671559,3
195829_030,772,ACAv,L5,ET,85.1671559,3
195829_032,772,ACAv,L5,IT,,0
195829_033,772,ACAv,L5,ET,30.63572289,4
195829_033,772,ACAv,L5,ET,30.63572289,4
195829_036,1015,ACAd,L5,IT,42.33624072,89
195829_038,772,ACAv,L5,ET,5.338539126,2
195829_038,772,ACAv,L5,ET,5.338539126,2
195829_041,772,ACAv,L5,ET,,0
195829_041,772,ACAv,L5,ET,,0
195829_043,772,ACAv,L5,IT,,0
195829_044,772,ACAv,L5,IT,34.77866524,3
